importer_iso3,exporter_iso3,good,hs_code,value_usd,weight_metric_tons,exporter_is_efta
ESP,CHN,Aluminum,7601,"807,977",212,False
ESP,BRA,Garments,61,"763,565",27,False
ESP,CHN,Gloves,611691,"734,615",11,False
ESP,CHN,Thread/Yarn,5510,"698,697",174,False
ESP,CHN,Caustic Soda,281511,"641,074",937,False
ESP,IND,Embellished Textiles,540792,"636,203",34,False
ESP,CHN,Christmas Decorations,853922,"629,589",43,False
ESP,CHN,Thread/Yarn,5206,"598,857",404,False
ESP,ETH,Textiles (hand-woven),5209,"520,498",160,False
ESP,CHN,Thread/Yarn,5207,"488,300",59,False
ESP,CHN,Thread/Yarn,5205,"449,660",130,False
ESP,IND,Sandstone,251620,"442,596","1,640",False
ESP,MUS,Garments,61,"439,500",15,False
ESP,IND,Bricks,690210,"429,809",448,False
ESP,BOL,Corn,100590,"399,372",186,False
ESP,CHN,Hair Products,670300,"399,187",2,False
ESP,PAK,Carpets,5701,"335,257",16,False
ESP,CHN,Thread/Yarn,5204,"318,400",56,False
ESP,IND,Thread/Yarn,5204,"297,398",27,False
ESP,IND,Rice,100890,"292,706",160,False
ESP,CHN,Thread/Yarn,5406,"292,165",46,False
ESP,IND,Bricks,690290,"264,988",683,False
ESP,NPL,Carpets,5701,"235,629",4,False
ESP,ARG,Garments,61,"226,156",8,False
ESP,BLR,Furniture,94,"214,142",123,False
ESP,MWI,Tobacco,2401,"206,444",32,False
ESP,CHN,Nails,741510,"187,230",22,False
ESP,CHN,Bricks,6904,"163,951",232,False
ESP,CHN,Tomato Products,210320,"100,540",68,False
ESP,IND,Carpets,5704,"97,202",21,False
ESP,CHN,Squid,160554,"87,479",15,False
ESP,PAK,Carpets,5705,"83,539",18,False
ESP,CHN,Polyvinyl Chloride,390421,"80,430",34,False
ESP,ARG,Garments,62,"63,472",25,False
ESP,CHN,Polyvinyl Chloride,390422,"61,045",24,False
ESP,IND,Embellished Textiles,540791,"55,850",17,False
ESP,IND,Thread/Yarn,5207,"37,546",0,False
ESP,IND,Embellished Textiles,580900,"37,419",0,False
ESP,NPL,Carpets,5702,"29,852",0,False
ESP,CHN,Bricks,681011,"24,457",41,False
ESP,IND,Thread/Yarn,5401,"21,483",1,False
ESP,PAK,Carpets,5703,"16,353",1,False
ESP,CHN,Bricks,6901,"15,830",10,False
ESP,BRA,Timber,4403,"11,341",44,False
ESP,PER,Timber,4403,"6,701",28,False
ESP,CHN,Cotton,5201,"5,395",0,False
ESP,NPL,Carpets,5705,"5,111",0,False
ESP,IND,Thread/Yarn,5406,"3,094",0,False
ESP,IND,Bricks,681011,"2,669",2,False
ESP,IND,Thread/Yarn,5508,"2,496",0,False
ESP,IND,Tea,210120,"2,434",0,False
ESP,IND,Thread/Yarn,5511,"1,717",0,False
ESP,NPL,Carpets,5703,"1,627",0,False
ESP,DOM,Sugarcane,121293,956,0,False
ESP,CHN,Aluminum,7603,954,0,False
ESP,IND,Bricks,6901,843,0,False
ESP,SLE,Diamonds,7102,471,0,False
ESP,CHN,Polysilicon,280461,408,0,False
ESP,IND,Bricks,6904,374,0,False
ESP,PER,Gold,711590,259,0,False
ESP,BRA,Charcoal,4402,251,0,False
ESP,MMR,"Beans (green, soy, yellow)",1201,136,0,False
ESP,PAK,Bricks,6901,113,0,False
EST,CHN,Electronics,85,"767,737,908","36,561",False
EST,CIV,Cocoa,180100,"60,741,183","16,670",False
EST,CHN,Garments,62,"45,483,360","1,759",False
EST,CHN,Footwear,64,"43,901,590","1,509",False
EST,CHN,Garments,61,"42,117,617","1,648",False
EST,CHN,Toys,9503,"38,932,636","2,038",False
EST,BGD,Garments,61,"31,490,837","1,588",False
EST,MYS,Electronics,85,"30,378,853",216,False
EST,BGD,Garments,62,"16,977,067",699,False
EST,NGA,Cocoa,180100,"14,164,785","2,492",False
EST,CHN,Toys,9504,"12,237,370",240,False
EST,VNM,Garments,62,"6,455,817",84,False
EST,MMR,Garments,62,"6,092,318",260,False
EST,IND,Garments,61,"4,617,894",170,False
EST,VNM,Garments,61,"4,376,420",66,False
EST,MMR,Garments,61,"4,234,052",265,False
EST,CIV,Cocoa,180200,"4,001,065","3,034",False
EST,CHN,Christmas Decorations,950510,"3,224,408",228,False
EST,BLR,Furniture,94,"2,684,033","1,229",False
EST,PAK,Cotton,5201,"1,985,028",850,False
EST,CHN,Squid,160554,"1,954,039",171,False
EST,IND,Garments,62,"1,920,550",298,False
EST,CHN,Artificial Flowers,6702,"1,399,940",134,False
EST,CHN,Aluminum,7606,"1,356,547",376,False
EST,CHN,Nails,7317,"1,113,271",445,False
EST,CHN,Fireworks,360410,"932,706",255,False
EST,BLR,Lumber,4703,"878,560","1,321",False
EST,MYS,Rubber Gloves,401519,"819,402",78,False
EST,CHN,Toys,950590,"818,895",46,False
EST,CHN,Thread/Yarn,5401,"716,780",50,False
EST,CHN,Thread/Yarn,5402,"646,432",426,False
EST,THA,Garments,61,"474,839",8,False
EST,IND,Thread/Yarn,5402,"467,149",230,False
EST,CHN,Gloves,420329,"403,108",24,False
EST,IND,Carpets,5702,"400,215",53,False
EST,CHN,Nails,761610,"391,595",30,False
EST,CHN,Aluminum,7604,"379,784",52,False
EST,CHN,Tomato Products,200290,"376,309",305,False
EST,MMR,Rice,1006,"361,173",535,False
EST,MYS,Garments,61,"326,585",6,False
EST,IND,Carpets,5705,"302,473",62,False
EST,IND,Rice,1006,"251,513",211,False
EST,THA,Garments,62,"247,859",5,False
EST,CHN,Tomato Products,210390,"217,401",52,False
EST,CHN,Thread/Yarn,5509,"208,474",117,False
EST,CHN,Aluminum,7603,"159,428",23,False
EST,CHN,Hair Products,670420,"149,948",0,False
EST,IND,Carpets,5703,"148,062",26,False
EST,IND,Tea,210690,"115,507",6,False
EST,CHN,Metallurgical Grade Silicon,280469,"109,170",50,False
EST,MUS,Garments,62,"108,052",2,False
EST,IND,Carpets,5701,"93,596",2,False
EST,IND,Thread/Yarn,5401,"93,278",5,False
EST,CHN,Caustic Soda,281511,"88,101",132,False
EST,BLR,Lumber,4412,"85,348",59,False
EST,MYS,Garments,62,"84,161",1,False
EST,IND,Thread/Yarn,5205,"63,760",15,False
EST,CHN,Thread/Yarn,5508,"57,542",4,False
EST,CHN,Gloves,611691,"54,130",0,False
EST,CHN,Christmas Decorations,853922,"47,509",1,False
EST,PER,Gold,7108,"44,081",8,False
EST,NPL,Carpets,5701,"36,588",0,False
EST,IND,Thread/Yarn,5511,"23,536",3,False
EST,BRA,Garments,62,"21,840",0,False
EST,CHN,Bricks,6904,"18,029",51,False
EST,CHN,Tomato Products,120991,"16,177",2,False
EST,BRA,Garments,61,"14,804",0,False
EST,CHN,Nails,741510,"14,298",0,False
EST,CHN,Thread/Yarn,5511,"11,724",2,False
EST,CHN,Tomato Products,210320,"10,611",8,False
EST,MUS,Garments,61,"9,509",0,False
EST,IND,Carpets,5704,"9,008",1,False
EST,CHN,Aluminum,7601,"8,904",0,False
EST,CHN,Bricks,690290,"5,687",2,False
EST,CHN,Thread/Yarn,5403,"4,541",0,False
EST,CHN,Thread/Yarn,5406,"3,897",0,False
EST,IND,Embellished Textiles,540792,"3,305",1,False
EST,IND,Thread/Yarn,5204,"3,265",0,False
EST,IND,Rice,100890,"3,158",1,False
EST,PAK,Carpets,5702,"2,415",1,False
EST,PAK,Carpets,5701,"2,281",0,False
EST,CHN,Thread/Yarn,5204,"2,206",0,False
EST,CHN,Thread/Yarn,5207,"2,105",0,False
EST,ARG,Garments,62,"1,793",0,False
EST,IND,Thread/Yarn,5510,"1,388",0,False
EST,CHN,Aluminum,7605,"1,058",0,False
EST,PAK,Carpets,5703,"1,029",0,False
EST,IND,Cottonseed (hybrid),120729,812,0,False
EST,CHN,Bricks,690220,770,1,False
EST,BLR,Lumber,4410,680,2,False
EST,CHN,Hair Products,670300,649,0,False
EST,IND,Thread/Yarn,5508,443,0,False
EST,IND,Tea,210120,291,0,False
EST,IND,Thread/Yarn,5207,210,0,False
EST,IND,Thread/Yarn,5509,206,0,False
EST,CHN,Thread/Yarn,5206,172,0,False
EST,CHN,Cotton,5201,84,0,False
EST,CHN,Bricks,6901,70,0,False
EST,BLR,Lumber,4411,42,0,False
EST,BLR,Lumber,4409,29,0,False
EST,PAK,Carpets,5705,23,0,False
EST,CHN,Polyvinyl Chloride,390422,22,0,False
EST,CHN,Polyvinyl Chloride,390421,2,0,False
FIN,CHN,Electronics,85,"2,952,156,846","120,308",False
FIN,CHN,Garments,62,"209,422,285","6,024",False
FIN,CHN,Garments,61,"184,338,760","6,717",False
FIN,BGD,Garments,61,"120,623,877","5,844",False
FIN,MYS,Electronics,85,"113,363,744",674,False
FIN,CHN,Footwear,64,"100,990,986","4,601",False
FIN,BGD,Garments,62,"72,485,248","2,976",False
FIN,CHN,Toys,9504,"56,719,744","1,854",False
FIN,CHN,Toys,9503,"55,958,577","3,402",False
FIN,VNM,Garments,62,"34,524,146",632,False
FIN,IND,Garments,62,"24,485,360",516,False
FIN,IND,Garments,61,"19,902,342",851,False
FIN,VNM,Garments,61,"17,590,862",366,False
FIN,CHN,Coal,2701,"11,377,215","58,427",False
FIN,CHN,Gloves,420329,"10,730,385",314,False
FIN,MMR,Garments,62,"10,607,948",489,False
FIN,MMR,Garments,61,"9,699,245",662,False
FIN,CHN,Christmas Decorations,950510,"9,387,747","1,305",False
FIN,CHN,Aluminum,7606,"6,979,175","2,093",False
FIN,CHN,Nails,7317,"5,310,257","2,901",False
FIN,IND,Carpets,5702,"4,537,563",889,False
FIN,CHN,Artificial Flowers,6702,"4,130,588",386,False
FIN,CHN,Fireworks,360410,"3,825,804","1,027",False
FIN,MYS,Rubber Gloves,401519,"3,378,232",369,False
FIN,CHN,Toys,950590,"2,940,422",211,False
FIN,CHN,Thread/Yarn,5402,"2,866,214",879,False
FIN,CHN,Bricks,690210,"2,173,056","2,619",False
FIN,IND,Rice,1006,"2,116,138","1,554",False
FIN,THA,Garments,61,"2,022,901",36,False
FIN,IND,Carpets,5705,"1,815,895",342,False
FIN,CHN,Tomato Products,210390,"1,704,057",452,False
FIN,IND,Carpets,5703,"1,696,215",251,False
FIN,THA,Garments,62,"1,625,118",9,False
FIN,CHN,Hair Products,670420,"1,369,417",3,False
FIN,CHN,Bricks,690220,"1,340,488",594,False
FIN,CHN,Aluminum,7604,"1,285,748",186,False
FIN,IND,Tea,210690,"882,742",35,False
FIN,MMR,Rice,1006,"715,195",608,False
FIN,IND,Carpets,5701,"534,334",15,False
FIN,MYS,Garments,61,"529,738",18,False
FIN,CHN,Gloves,611691,"510,055",9,False
FIN,BRA,Garments,61,"501,056",10,False
FIN,CHN,Aluminum,7605,"463,537",78,False
FIN,CHN,Nails,761610,"374,310",26,False
FIN,MUS,Garments,62,"325,712",5,False
FIN,PAK,Carpets,5705,"208,991",21,False
FIN,CHN,Tomato Products,200290,"206,156",166,False
FIN,MUS,Garments,61,"192,491",3,False
FIN,CHN,Hair Products,670300,"132,327",0,False
FIN,IND,Thread/Yarn,5207,"127,033",9,False
FIN,CHN,Thread/Yarn,5511,"126,658",12,False
FIN,CHN,Christmas Decorations,853922,"119,095",2,False
FIN,MYS,Garments,62,"109,722",2,False
FIN,CHN,Thread/Yarn,5401,"106,937",6,False
FIN,CHN,Thread/Yarn,5508,"81,976",6,False
FIN,IND,Bricks,690220,"80,940",23,False
FIN,IND,Thread/Yarn,5204,"60,559",5,False
FIN,BLR,Furniture,94,"58,605",3,False
FIN,CHN,Thread/Yarn,5207,"55,411",3,False
FIN,CHN,Thread/Yarn,5406,"51,941",3,False
FIN,CHN,Bricks,6904,"47,714",50,False
FIN,CHN,Metallurgical Grade Silicon,280469,"43,449",16,False
FIN,CHN,Thread/Yarn,5509,"40,684",6,False
FIN,NPL,Carpets,5701,"38,018",1,False
FIN,IND,Thread/Yarn,5205,"34,944",3,False
FIN,PAK,Carpets,5701,"27,103",2,False
FIN,IND,Bricks,690210,"23,611",29,False
FIN,CHN,Bricks,681011,"17,242",20,False
FIN,CHN,Caustic Soda,281511,"16,168",16,False
FIN,IND,Carpets,5704,"16,146",5,False
FIN,CHN,Bricks,690290,"15,863",4,False
FIN,CHN,Squid,160554,"14,774",2,False
FIN,BRA,Garments,62,"14,053",0,False
FIN,IND,Thread/Yarn,5508,"12,077",1,False
FIN,PAK,Carpets,5702,"11,547",2,False
FIN,CHN,Aluminum,7601,"11,425",0,False
FIN,CHN,Bricks,6901,"7,554",2,False
FIN,NPL,Carpets,5703,"5,322",0,False
FIN,PER,Gold,7108,"5,215",1,False
FIN,CHN,Tomato Products,120991,"5,141",0,False
FIN,IND,Thread/Yarn,5401,"4,590",0,False
FIN,IND,Embellished Textiles,540792,"3,716",0,False
FIN,ARG,Garments,61,"2,726",0,False
FIN,NPL,Carpets,5702,"2,347",0,False
FIN,NPL,Carpets,5705,"2,027",0,False
FIN,CHN,Thread/Yarn,5204,"1,976",0,False
FIN,CHN,Nails,741510,"1,641",0,False
FIN,IND,Thread/Yarn,5511,"1,480",0,False
FIN,CHN,Polysilicon,280461,"1,398",0,False
FIN,IND,Embellished Textiles,580900,"1,250",0,False
FIN,DOM,Sugarcane,121293,"1,215",0,False
FIN,IND,Tea,210120,"1,063",0,False
FIN,PAK,Carpets,5703,806,0,False
FIN,IND,Rice,100890,722,0,False
FIN,CHN,Polyvinyl Chloride,390410,458,0,False
FIN,CHN,Thread/Yarn,5205,409,0,False
FIN,CHN,Tomato Products,210320,224,0,False
FIN,ETH,Textiles (hand-woven),5209,160,0,False
FIN,IND,Cottonseed (hybrid),120729,89,0,False
FIN,IND,Thread/Yarn,5402,89,0,False
FIN,IND,Sugarcane,121293,62,0,False
FIN,CHN,Thread/Yarn,5510,19,0,False
FIN,CHN,Polyvinyl Chloride,390422,9,0,False
FIN,BRA,Charcoal,4402,2,0,False
FRA,CHN,Electronics,85,"18,508,814,201","1,042,201",False
FRA,CHN,Garments,61,"2,766,890,425","125,557",False
FRA,CHN,Garments,62,"2,647,534,089","110,137",False
FRA,BGD,Garments,61,"2,192,215,983","133,300",False
FRA,BGD,Garments,62,"1,622,413,598","78,636",False
FRA,CHN,Footwear,64,"1,555,576,429","101,538",False
FRA,CHN,Toys,9503,"1,104,289,896","96,480",False
FRA,MYS,Electronics,85,"999,111,289","18,497",False
FRA,CHN,Toys,9504,"962,164,362","29,284",False
FRA,VNM,Garments,62,"681,120,064","15,791",False
FRA,VNM,Garments,61,"627,471,802","25,678",False
FRA,IND,Garments,62,"569,963,782","14,958",False
FRA,IND,Garments,61,"495,911,317","19,897",False
FRA,CIV,Cocoa,180100,"210,270,116","30,437",False
FRA,MMR,Garments,62,"133,055,739","8,439",False
FRA,CHN,Christmas Decorations,950510,"112,224,111","13,998",False
FRA,CHN,Artificial Flowers,6702,"100,031,499","12,720",False
FRA,MMR,Garments,61,"76,349,079","5,753",False
FRA,THA,Garments,61,"75,302,505","1,041",False
FRA,CHN,Toys,950590,"50,930,591","4,491",False
FRA,MYS,Rubber Gloves,401519,"40,477,816","4,749",False
FRA,CHN,Aluminum,7606,"35,188,332","12,090",False
FRA,THA,Garments,62,"30,654,418",640,False
FRA,IND,Rice,1006,"28,266,641","20,917",False
FRA,PER,Gold,7108,"26,719,635",397,False
FRA,NGA,Cocoa,180100,"26,654,649","3,410",False
FRA,MYS,Garments,61,"22,793,319","1,141",False
FRA,CHN,Aluminum,7604,"21,891,619","4,545",False
FRA,CHN,Thread/Yarn,5402,"21,728,058","12,243",False
FRA,IND,Carpets,5703,"21,505,901","3,137",False
FRA,MUS,Garments,61,"19,695,879",464,False
FRA,IND,Carpets,5705,"19,198,496","5,566",False
FRA,IND,Carpets,5702,"18,028,489","2,900",False
FRA,CHN,Nails,7317,"17,758,753","8,204",False
FRA,CHN,Fireworks,360410,"15,236,547","3,188",False
FRA,CHN,Hair Products,670420,"15,198,616",83,False
FRA,CHN,Tomato Products,120991,"10,576,139",108,False
FRA,CHN,Tomato Products,210390,"10,304,992","4,255",False
FRA,MMR,Rubies,710391,"8,102,891",0,False
FRA,CHN,Gloves,420329,"7,330,132",247,False
FRA,MUS,Garments,62,"6,813,685",224,False
FRA,IND,Carpets,5701,"6,346,469",784,False
FRA,IND,Sandstone,251620,"5,841,361","42,536",False
FRA,CHN,Bricks,690220,"5,476,780","3,178",False
FRA,BLR,Furniture,94,"5,385,679","1,805",False
FRA,MMR,Rice,1006,"5,186,321","7,169",False
FRA,MWI,Tobacco,2401,"5,128,333","2,818",False
FRA,IND,Bricks,690220,"4,820,480","1,082",False
FRA,AGO,Diamonds,7102,"4,472,341",1,False
FRA,IND,Tea,210690,"4,428,833",561,False
FRA,CHN,Coal,2701,"4,369,678","6,517",False
FRA,CIV,Cocoa,180200,"4,209,566","2,426",False
FRA,CHN,Nails,761610,"4,172,871",220,False
FRA,CHN,Thread/Yarn,5511,"4,065,538",383,False
FRA,CHN,Gloves,611691,"3,594,207",40,False
FRA,BFA,Cotton,5201,"3,406,563","2,888",False
FRA,NPL,Carpets,5701,"3,373,942",40,False
FRA,CHN,Bricks,690210,"3,174,520","2,097",False
FRA,IND,Thread/Yarn,5205,"3,046,254",669,False
FRA,PAK,Carpets,5702,"2,943,467",331,False
FRA,CHN,Thread/Yarn,5401,"2,476,439",494,False
FRA,IND,Thread/Yarn,5509,"2,463,317",614,False
FRA,CHN,Bricks,690290,"2,263,980",948,False
FRA,CHN,Polysilicon,280461,"2,197,768",128,False
FRA,CHN,Thread/Yarn,5508,"1,852,383",189,False
FRA,BRA,Garments,61,"1,759,471",23,False
FRA,BRA,Garments,62,"1,732,323",21,False
FRA,PAK,Cotton,5201,"1,707,030",737,False
FRA,CHN,Thread/Yarn,5207,"1,652,196",194,False
FRA,CHN,Christmas Decorations,853922,"1,642,575",64,False
FRA,MYS,Garments,62,"1,621,859",35,False
FRA,CHN,Aluminum,7603,"1,477,596",280,False
FRA,IDN,Nickel,7502,"1,070,054",68,False
FRA,CHN,Aluminum,7605,"1,004,611",203,False
FRA,CHN,Thread/Yarn,5509,"993,427",139,False
FRA,KAZ,Cotton,5201,"984,320",473,False
FRA,CHN,Thread/Yarn,5204,"940,705",106,False
FRA,PAK,Carpets,5701,"933,513",36,False
FRA,IND,Embellished Textiles,540792,"926,719",109,False
FRA,IND,Thread/Yarn,5401,"874,757",36,False
FRA,IND,Thread/Yarn,5511,"778,526",91,False
FRA,CHN,Tomato Products,200290,"745,181",572,False
FRA,PAK,Carpets,5705,"721,496",113,False
FRA,CHN,Thread/Yarn,5406,"712,171",47,False
FRA,CHN,Aluminum,7601,"578,629",126,False
FRA,SLE,Diamonds,7102,"469,201",0,False
FRA,IND,Thread/Yarn,5207,"435,341",27,False
FRA,CHN,Squid,160554,"393,042",54,False
FRA,CHN,Hair Products,670300,"386,299",3,False
FRA,IND,Thread/Yarn,5402,"382,991",115,False
FRA,CHN,Bricks,6904,"334,809",265,False
FRA,CHN,Metallurgical Grade Silicon,280469,"312,625",109,False
FRA,MMR,Jade,710399,"297,832",3,False
FRA,IND,Bricks,6901,"289,286",774,False
FRA,ARG,Garments,61,"270,108",8,False
FRA,IND,Bricks,690290,"255,044",128,False
FRA,IND,Thread/Yarn,5204,"237,970",20,False
FRA,CHN,Thread/Yarn,5510,"232,530",73,False
FRA,COD,Gold,7108,"220,412",77,False
FRA,CHN,Thread/Yarn,5205,"192,638",17,False
FRA,CHN,Polyvinyl Chloride,390410,"174,404",147,False
FRA,CHN,Thread/Yarn,5403,"172,075",22,False
FRA,CHN,Bricks,6901,"161,073",95,False
FRA,IND,Bricks,690210,"160,010",188,False
FRA,CHN,Caustic Soda,281511,"128,189",163,False
FRA,CHN,Nails,741510,"113,978",15,False
FRA,CHN,Cotton,5201,"95,017",5,False
FRA,IND,Tea,210120,"87,625",10,False
FRA,ARG,Garments,62,"81,835",1,False
FRA,IND,Thread/Yarn,5206,"80,779",14,False
FRA,NPL,Carpets,5702,"78,631",1,False
FRA,IND,Rice,100890,"75,006",42,False
FRA,IND,Carpets,5704,"74,877",16,False
FRA,CHN,Bricks,681011,"67,679",69,False
FRA,NPL,Carpets,5703,"62,068",1,False
FRA,IND,Embellished Textiles,580900,"57,911",2,False
FRA,PAK,Carpets,5703,"56,809",10,False
FRA,NPL,Carpets,5704,"48,517",2,False
FRA,BRA,Timber,4403,"45,127",27,False
FRA,IND,Thread/Yarn,5403,"43,269",5,False
FRA,CHN,Polyvinyl Chloride,390422,"34,655",10,False
FRA,CHN,Thread/Yarn,5206,"33,875",3,False
FRA,IND,Sugarcane,121293,"15,753",13,False
FRA,CHN,Polyvinyl Chloride,391530,"14,685",5,False
FRA,BRA,Charcoal,4402,"10,317",17,False
FRA,IND,Thread/Yarn,5508,"10,210",1,False
FRA,IND,Bricks,681011,"9,517",1,False
FRA,BLR,Lumber,4407,"5,133",9,False
FRA,NPL,Carpets,5705,"4,576",0,False
FRA,BLR,Lumber,4409,"4,183",6,False
FRA,MLI,Rice,100890,"4,105",4,False
FRA,DOM,Sugarcane,121293,"3,730",2,False
FRA,CHN,Tomato Products,200950,"3,046",4,False
FRA,MLI,Rice,1006,"2,354",2,False
FRA,ETH,Textiles (hand-woven),5209,"1,558",0,False
FRA,PAK,Sugarcane,121293,"1,405",1,False
FRA,CHN,Tomato Products,210320,"1,265",0,False
FRA,IND,Thread/Yarn,5406,894,0,False
FRA,IND,Bricks,6904,787,4,False
FRA,CHN,Polyvinyl Chloride,390421,747,0,False
FRA,IND,Thread/Yarn,5510,300,0,False
FRA,PAK,Bricks,681011,134,1,False
FRA,CHN,Caustic Soda,281512,107,0,False
FRA,IDN,Palm Fruit,120710,62,0,False
FRA,ETH,Textiles (hand-woven),5208,36,0,False
FRA,BEN,Cotton,5201,31,0,False
GRC,CHN,Electronics,85,"2,016,808,480","418,816",False
GRC,CHN,Toys,9503,"162,871,428","26,037",False
GRC,CHN,Footwear,64,"127,710,678","14,783",False
GRC,CHN,Garments,61,"107,102,629","11,928",False
GRC,CHN,Garments,62,"105,992,567","8,060",False
GRC,BFA,Cotton,5201,"53,970,734","28,000",False
GRC,CHN,Christmas Decorations,950510,"43,758,725","6,661",False
GRC,BGD,Garments,61,"39,684,453","2,986",False
GRC,CHN,Thread/Yarn,5402,"29,319,887","22,712",False
GRC,CHN,Toys,9504,"27,966,588","3,034",False
GRC,CHN,Toys,950590,"22,708,943","2,884",False
GRC,IND,Garments,62,"20,361,169",708,False
GRC,BGD,Garments,62,"18,513,632","1,043",False
GRC,CHN,Artificial Flowers,6702,"12,946,076","1,621",False
GRC,MYS,Electronics,85,"11,237,720",959,False
GRC,IND,Garments,61,"11,089,441",612,False
GRC,MWI,Tobacco,2401,"6,522,722","1,161",False
GRC,CHN,Nails,7317,"4,676,788","1,376",False
GRC,MMR,Rice,1006,"3,731,152","4,866",False
GRC,IND,Thread/Yarn,5205,"3,340,743",714,False
GRC,MYS,Rubber Gloves,401519,"3,293,349",669,False
GRC,IND,Rice,1006,"2,642,226","2,544",False
GRC,IND,Carpets,5703,"2,539,185",888,False
GRC,MMR,Garments,62,"2,508,802",138,False
GRC,MMR,Garments,61,"2,194,186",129,False
GRC,CHN,Thread/Yarn,5206,"2,170,410","2,688",False
GRC,CHN,Bricks,690210,"2,058,053","2,262",False
GRC,IND,Carpets,5702,"1,976,368",454,False
GRC,CHN,Hair Products,670420,"1,929,855",6,False
GRC,CHN,Thread/Yarn,5509,"1,813,360",954,False
GRC,CHN,Aluminum,7606,"1,728,111",711,False
GRC,CHN,Aluminum,7604,"1,455,884",217,False
GRC,VNM,Garments,62,"1,453,114",53,False
GRC,CHN,Fireworks,360410,"1,286,208",285,False
GRC,THA,Garments,61,"1,283,369",44,False
GRC,THA,Garments,62,"1,138,507",57,False
GRC,IND,Carpets,5705,"1,003,589",333,False
GRC,IND,Thread/Yarn,5402,"951,488",306,False
GRC,CHN,Thread/Yarn,5508,"898,187",233,False
GRC,CHN,Metallurgical Grade Silicon,280469,"896,578",486,False
GRC,IND,Thread/Yarn,5509,"831,093",349,False
GRC,CHN,Bricks,690220,"580,493","1,106",False
GRC,CHN,Bricks,690290,"546,782",423,False
GRC,VNM,Garments,61,"512,150",53,False
GRC,CHN,Tomato Products,200290,"467,172",448,False
GRC,CHN,Gloves,420329,"444,868",41,False
GRC,CHN,Bricks,681011,"424,307",841,False
GRC,PAK,Cotton,5201,"402,975",179,False
GRC,IND,Carpets,5701,"379,061",13,False
GRC,CHN,Thread/Yarn,5511,"355,219",112,False
GRC,CHN,Tomato Products,210390,"326,884",148,False
GRC,CHN,Nails,761610,"294,605",65,False
GRC,CHN,Coal,2701,"286,617",446,False
GRC,IND,Embellished Textiles,540792,"270,690",21,False
GRC,IND,Tea,210690,"265,730",40,False
GRC,CHN,Thread/Yarn,5401,"252,463",80,False
GRC,IND,Thread/Yarn,5510,"243,809",108,False
GRC,BRA,Garments,61,"211,408",6,False
GRC,CHN,Caustic Soda,281511,"180,532",234,False
GRC,MYS,Garments,61,"175,979",6,False
GRC,IND,Thread/Yarn,5206,"169,815",54,False
GRC,CHN,Tomato Products,120991,"168,861",1,False
GRC,CHN,Christmas Decorations,853922,"163,225",23,False
GRC,PAK,Carpets,5701,"151,108",7,False
GRC,CHN,Polyvinyl Chloride,390410,"148,713",165,False
GRC,PAK,Carpets,5705,"147,311",26,False
GRC,IND,Bricks,690290,"135,422",195,False
GRC,CHN,Thread/Yarn,5204,"132,012",10,False
GRC,BRA,Garments,62,"111,597",2,False
GRC,CHN,Thread/Yarn,5403,"108,469",29,False
GRC,IND,Sandstone,251620,"84,225",292,False
GRC,IND,Thread/Yarn,5403,"82,603",14,False
GRC,CHN,Thread/Yarn,5510,"75,657",80,False
GRC,PAK,Carpets,5702,"70,943",8,False
GRC,CHN,Polyvinyl Chloride,390421,"41,655",50,False
GRC,CHN,Hair Products,670300,"37,882",0,False
GRC,NPL,Carpets,5701,"36,489",0,False
GRC,IND,Bricks,6904,"34,111",72,False
GRC,MYS,Garments,62,"32,884",0,False
GRC,CHN,Aluminum,7605,"29,584",8,False
GRC,IND,Bricks,690220,"26,741",16,False
GRC,CHN,Thread/Yarn,5406,"21,842",6,False
GRC,CHN,Thread/Yarn,5207,"20,557",2,False
GRC,CHN,Thread/Yarn,5205,"18,667",4,False
GRC,CHN,Gloves,611691,"17,711",0,False
GRC,PAK,Carpets,5703,"13,685",2,False
GRC,BLR,Furniture,94,"11,365",15,False
GRC,CHN,Aluminum,7603,"9,905",0,False
GRC,CHN,Bricks,6904,"9,761",30,False
GRC,CHN,Bricks,6901,"7,877",5,False
GRC,PER,Gold,7108,"6,667",2,False
GRC,CHN,Nails,741510,"6,417",1,False
GRC,CHN,Polyvinyl Chloride,390422,"5,176",11,False
GRC,CHN,Cotton,5201,"4,974",0,False
GRC,IND,Tea,210120,"4,483",0,False
GRC,MUS,Garments,61,"2,027",0,False
GRC,BRA,Charcoal,4402,"1,400",1,False
GRC,MUS,Garments,62,"1,220",0,False
GRC,IND,Carpets,5704,"1,118",0,False
GRC,IND,Thread/Yarn,5401,"1,100",0,False
GRC,IND,Embellished Textiles,580900,443,0,False
GRC,CHN,Aluminum,7601,350,0,False
GRC,IND,Thread/Yarn,5508,334,0,False
GRC,ARG,Garments,61,289,0,False
GRC,CHN,Tomato Products,210320,152,0,False
GRC,CIV,Cocoa,180100,54,0,False
GRC,IND,Thread/Yarn,5204,4,0,False
HRV,CHN,Electronics,85,"484,106,733","33,644",False
HRV,CHN,Footwear,64,"38,084,264","1,477",False
HRV,BGD,Garments,61,"33,307,579","1,756",False
HRV,CHN,Garments,61,"29,009,452","1,491",False
HRV,BGD,Garments,62,"26,936,112","1,256",False
HRV,CHN,Garments,62,"24,460,938",770,False
HRV,CHN,Toys,9503,"18,397,220","1,897",False
